date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:38	3157/3157	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:38%20GMT	http://hub.yourtakeonscience.com/hub/default?id=543;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default7bfa.html	(from http://hub.yourtakeonscience.com/hub/default?id=543;prvw;js=n)
18:43:38	3056/3056	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:39%20GMT	http://hub.yourtakeonscience.com/hub/default?id=530;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultc850.html	(from http://hub.yourtakeonscience.com/hub/default?id=530;prvw;js=n)
18:43:38	149743/149743	---MCZ	200	added ('OK')	image/png	etag:%221f08aa-248ef-542b577aea000%22	http://img.webring.com/s/ct/tom_b100/10105486_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ct/tom_b100/10105486_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=592;prvw;js=y)
18:43:39	3465/3465	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:39%20GMT	http://hub.yourtakeonscience.com/hub/default?id=523;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulta327.html	(from http://hub.yourtakeonscience.com/hub/default?id=523;prvw;js=n)
18:43:39	3341/3341	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:40%20GMT	http://hub.yourtakeonscience.com/hub/default?id=830&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default29b6.html	(from http://hub.yourtakeonscience.com/hub/default?id=703;prvw;js=y)
18:43:39	16467/16467	---M-Z	200	added ('OK')	image/png	etag:%22167bd6-4053-544d31bd26955%22	http://img.webring.com/s/ob/bbwlva/10116133_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ob/bbwlva/10116133_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=703;prvw;js=y)
18:43:40	3108/3108	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:41%20GMT	http://hub.yourtakeonscience.com/hub/default?id=604&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf206.html	(from http://hub.yourtakeonscience.com/hub/default?id=830;prvw;js=y)
18:43:41	3051/3051	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:42%20GMT	http://hub.yourtakeonscience.com/hub/default?id=817&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2774.html	(from http://hub.yourtakeonscience.com/hub/default?id=604;prvw;js=y)
18:43:41	27962/27962	---M-Z	200	added ('OK')	image/png	etag:%22151300-6d3a-544d306c9c50d%22	http://img.webring.com/s/mq/quazar/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/mq/quazar/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=830;prvw;js=y)
18:43:41	310/310	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:43:42%20GMT	http://img.webring.com/s/rh/heather/999269444104_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/rh/heather/999269444104_b.1b0.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=604;prvw;js=y)
18:43:42	3456/3456	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:43%20GMT	http://hub.yourtakeonscience.com/hub/default?id=737&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultc877.html	(from http://hub.yourtakeonscience.com/hub/default?id=817;prvw;js=y)
18:43:43	3322/3322	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:44%20GMT	http://hub.yourtakeonscience.com/hub/default?id=275&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1ca6.html	(from http://hub.yourtakeonscience.com/hub/default?id=737;prvw;js=y)
18:43:43	2649/2649	---M-Z	200	added ('OK')	image/png	etag:%2228e8ca-a59-545368b01d62a%22	http://img.webring.com/s/xc/crimson_tongues/200012304_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/xc/crimson_tongues/200012304_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=737;prvw;js=y)
18:43:44	3223/3223	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:44%20GMT	http://hub.yourtakeonscience.com/hub/default?id=537&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default41d2.html	(from http://hub.yourtakeonscience.com/hub/default?id=275;prvw;js=y)
18:43:44	311/311	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:43:45%20GMT	http://img.webring.com/s/hg/grosspullach/10038501_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/hg/grosspullach/10038501_b.1b6.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=275;prvw;js=y)
18:43:45	3193/3193	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:45%20GMT	http://hub.yourtakeonscience.com/hub/default?id=696&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1134.html	(from http://hub.yourtakeonscience.com/hub/default?id=537;prvw;js=y)
18:43:45	3493/3493	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:46%20GMT	http://hub.yourtakeonscience.com/hub/default?id=860&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2500.html	(from http://hub.yourtakeonscience.com/hub/default?id=696;prvw;js=y)
18:43:46	315/315	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:43:47%20GMT	http://img.webring.com/s/ul/livingdeadgirl2005/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ul/livingdeadgirl2005/defurl_b.1ba.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=696;prvw;js=y)
18:43:46	3232/3232	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:47%20GMT	http://hub.yourtakeonscience.com/hub/default?id=363&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default3578-2.html	(from http://hub.yourtakeonscience.com/hub/default?id=860;prvw;js=y)
18:43:47	72979/72979	---MCZ	200	added ('OK')	image/png	etag:%222760c1-11d13-54536334f1ad0%22	http://img.webring.com/s/ss/shyfire/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ss/shyfire/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=817;prvw;js=y)
18:43:47	3264/3264	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:48%20GMT	http://hub.yourtakeonscience.com/hub/default?id=732&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2300.html	(from http://hub.yourtakeonscience.com/hub/default?id=363;prvw;js=y)
18:43:49	3259/3259	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:49%20GMT	http://hub.yourtakeonscience.com/hub/default?id=124&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default581b.html	(from http://hub.yourtakeonscience.com/hub/default?id=128&prvw&js=y)
18:43:51	13468/13468	---M-Z	200	added ('OK')	image/png	etag:%221c3c24-349c-5446cd4e4d4c0%22	http://img.webring.com/s/jj/jeffstoll/10110207_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/jj/jeffstoll/10110207_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=128&prvw&js=y)
18:43:51	45658/45658	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:52%20GMT	http://hub.yourtakeonscience.com/hub/default?list&page=9	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default5aa1.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:52	25788/25788	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:53%20GMT	http://hub.yourtakeonscience.com/hub/default?id=4;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultc9f0.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:53	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:54%20GMT	http://hub.yourtakeonscience.com/hub/default?id=464;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default9590.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:54	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:55%20GMT	http://hub.yourtakeonscience.com/hub/default?id=10;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default35ba.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:55	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:55%20GMT	http://hub.yourtakeonscience.com/hub/default?id=575;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultbeb1.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:55	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:56%20GMT	http://hub.yourtakeonscience.com/hub/default?id=687;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default5d7e.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:56	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:57%20GMT	http://hub.yourtakeonscience.com/hub/default?id=638;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1bd9.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:56	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:57%20GMT	http://hub.yourtakeonscience.com/hub/default?id=668;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2f8f.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:57	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:58%20GMT	http://hub.yourtakeonscience.com/hub/default?id=41;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2fad.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:58	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:59%20GMT	http://hub.yourtakeonscience.com/hub/default?id=244;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default8455.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:58	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:43:59%20GMT	http://hub.yourtakeonscience.com/hub/default?id=237;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultcf85.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=8)
18:43:59	3236/3236	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:00%20GMT	http://hub.yourtakeonscience.com/hub/default?id=484;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default77f3.html	(from http://hub.yourtakeonscience.com/hub/default?id=484;prvw;js=n)
18:43:59	64495/64495	---M-Z	200	added ('OK')	image/png	etag:%221c59fd-fbef-544a016d27ab1%22	http://img.webring.com/s/fw/william_munza0767/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/fw/william_munza0767/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=363;prvw;js=y)
18:44:00	3117/3117	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:00%20GMT	http://hub.yourtakeonscience.com/hub/default?id=450;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default6893.html	(from http://hub.yourtakeonscience.com/hub/default?id=450;prvw;js=n)
18:44:00	3211/3211	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:01%20GMT	http://hub.yourtakeonscience.com/hub/default?id=447;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default3fbc.html	(from http://hub.yourtakeonscience.com/hub/default?id=447;prvw;js=n)
18:44:01	3240/3240	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:01%20GMT	http://hub.yourtakeonscience.com/hub/default?id=352;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1459.html	(from http://hub.yourtakeonscience.com/hub/default?id=352;prvw;js=n)
18:44:01	3517/3517	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:02%20GMT	http://hub.yourtakeonscience.com/hub/default?id=78;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default55f4.html	(from http://hub.yourtakeonscience.com/hub/default?id=78;prvw;js=n)
18:44:02	3357/3357	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:02%20GMT	http://hub.yourtakeonscience.com/hub/default?id=585;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default6525.html	(from http://hub.yourtakeonscience.com/hub/default?id=585;prvw;js=n)
18:44:02	3375/3375	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:03%20GMT	http://hub.yourtakeonscience.com/hub/default?id=2;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default7b56.html	(from http://hub.yourtakeonscience.com/hub/default?id=2;prvw;js=n)
18:44:03	1880/1880	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:04%20GMT	http://hub.yourtakeonscience.com/hub/default?id=5;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default57ea.html	(from http://hub.yourtakeonscience.com/hub/default?id=5;prvw;js=n)
18:44:03	1880/1880	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:04%20GMT	http://hub.yourtakeonscience.com/hub/default?id=50;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default78e5.html	(from http://hub.yourtakeonscience.com/hub/default?id=50;prvw;js=n)
18:44:04	3312/3312	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:05%20GMT	http://hub.yourtakeonscience.com/hub/default?id=7;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2710.html	(from http://hub.yourtakeonscience.com/hub/default?id=7;prvw;js=n)
18:44:04	3068/3068	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:05%20GMT	http://hub.yourtakeonscience.com/hub/default?id=412&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default4f6e.html	(from http://hub.yourtakeonscience.com/hub/default?id=732;prvw;js=y)
18:44:05	3079/3079	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:06%20GMT	http://hub.yourtakeonscience.com/hub/default?id=522&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2206.html	(from http://hub.yourtakeonscience.com/hub/default?id=412;prvw;js=y)
18:44:09	156327/156327	---MCZ	200	added ('OK')	image/png	etag:%222329b7-262a7-54481a3b1b008%22	http://img.webring.com/s/im/michelledf12/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/im/michelledf12/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=860;prvw;js=y)
18:44:10	3180/3180	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:11%20GMT	http://hub.yourtakeonscience.com/hub/default?id=707&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulte57a.html	(from http://hub.yourtakeonscience.com/hub/default?id=522;prvw;js=y)
18:44:16	69648/69648	---MCZ	200	added ('OK')	image/png	etag:%222053bd-11010-543d3fa88864d%22	http://img.webring.com/s/iw/whiskijack/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/iw/whiskijack/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=732;prvw;js=y)
18:44:16	67249/67249	---MCZ	200	added ('OK')	image/png	etag:%221d999d-106b1-5438cb3026d65%22	http://img.webring.com/s/ab/beugusta/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ab/beugusta/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=412;prvw;js=y)
18:44:16	3136/3136	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:17%20GMT	http://hub.yourtakeonscience.com/hub/default?id=701&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulte5d8.html	(from http://hub.yourtakeonscience.com/hub/default?id=707;prvw;js=y)
18:44:17	3347/3347	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:18%20GMT	http://hub.yourtakeonscience.com/hub/default?id=587&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1251.html	(from http://hub.yourtakeonscience.com/hub/default?id=701;prvw;js=y)
18:44:18	309/309	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:44:19%20GMT	http://img.webring.com/s/ng/gnkrot/984794174100_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ng/gnkrot/984794174100_b.1df.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=701;prvw;js=y)
18:44:18	3214/3214	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:19%20GMT	http://hub.yourtakeonscience.com/hub/default?id=586&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultb941.html	(from http://hub.yourtakeonscience.com/hub/default?id=587;prvw;js=y)
18:44:20	238845/238845	---MCZ	200	added ('OK')	image/png	etag:%222275c8-3a4fd-543dcdffdb4f8%22	http://img.webring.com/s/gy/yasuragirealm/10098695_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/gy/yasuragirealm/10098695_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=537;prvw;js=y)
18:44:20	66331/66331	---MCZ	200	added ('OK')	image/png	etag:%2227d776-1031b-5437f4cfe07dc%22	http://img.webring.com/s/ud/drunkkid/10100582_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ud/drunkkid/10100582_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=522;prvw;js=y)
18:44:20	3157/3157	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:21%20GMT	http://hub.yourtakeonscience.com/hub/default?id=543&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default4431.html	(from http://hub.yourtakeonscience.com/hub/default?id=586;prvw;js=y)
18:44:21	3056/3056	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:22%20GMT	http://hub.yourtakeonscience.com/hub/default?id=530&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultd80d.html	(from http://hub.yourtakeonscience.com/hub/default?id=543;prvw;js=y)
18:44:23	45263/45263	---M-Z	200	added ('OK')	image/png	etag:%221c3c84-b0cf-5445d064f188f%22	http://img.webring.com/s/pl/lepucks/10081302_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/pl/lepucks/10081302_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=707;prvw;js=y)
18:44:23	3465/3465	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:24%20GMT	http://hub.yourtakeonscience.com/hub/default?id=523&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultce58.html	(from http://hub.yourtakeonscience.com/hub/default?id=530;prvw;js=y)
18:44:24	310/310	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:44:25%20GMT	http://img.webring.com/s/jl/lublink/999265626104_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/jl/lublink/999265626104_b.1e7.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=530;prvw;js=y)
18:44:24	3236/3236	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:25%20GMT	http://hub.yourtakeonscience.com/hub/default?id=484&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default46b5.html	(from http://hub.yourtakeonscience.com/hub/default?id=523;prvw;js=y)
18:44:25	315/315	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:44:26%20GMT	http://img.webring.com/s/af/friend_al_23/990435653103_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/af/friend_al_23/990435653103_b.1e9.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=523;prvw;js=y)
18:44:25	3423/3423	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:26%20GMT	http://hub.yourtakeonscience.com/hub/default?id=121&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultcbf2.html	(from http://hub.yourtakeonscience.com/hub/default?id=124&prvw&js=y)
18:44:26	37448/37448	---M-Z	200	added ('OK')	image/png	etag:%2224562c-9248-544abfdd2843b%22	http://img.webring.com/s/ld/dave3x/10021390_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ld/dave3x/10021390_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=586;prvw;js=y)
18:44:26	312/312	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:44:27%20GMT	http://img.webring.com/s/fp/pjs55tops/982032785102_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/fp/pjs55tops/982032785102_b.1eb.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=124&prvw&js=y)
18:44:27	45503/45503	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:27%20GMT	http://hub.yourtakeonscience.com/hub/default?list&page=10	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default8d7f.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:27	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:28%20GMT	http://hub.yourtakeonscience.com/hub/default?id=203;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default325b.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:28	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:28%20GMT	http://hub.yourtakeonscience.com/hub/default?id=151;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultfdc0.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:28	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:29%20GMT	http://hub.yourtakeonscience.com/hub/default?id=29;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default568f.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:29	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:30%20GMT	http://hub.yourtakeonscience.com/hub/default?id=20;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulta4a0.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:29	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:44:30%20GMT	http://hub.yourtakeonscience.com/hub/default?id=93;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultccce.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=9)
18:44:30	52716/52716	---M-Z	200	added ('OK')	image/png	etag:%2224cbe7-cdec-4a145b7203800%22	http://img.webring.com/s/mc/cudakid2005/996426530100_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/mc/cudakid2005/996426530100_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=543;prvw;js=y)
